"Total all parties","","301,893","53,693","642,339","472,504","1,470,429","90,757"
"Party","Member","Accommodation","Travel","Subtotal Parliamentary Service","Inter Parliamentary - Office of the Clerk"
"Wellington","Out of Wellington","Air","Surface"
"Act","Boscawen, John","1,422","-","7,124","2,925","11,471","-"
"","Douglas, Roger","2,133","533","2,864","5,753","11,284","-"
"","Garrett, David","1,050","986","5,096","5,334","12,466","-"
"","Hide, Rodney","-","-","2,261","-","2,261","-"
"","Roy, Heather","-","-","296","-","296","-"
"Total Act","","4 ,60 6","1 ,51 9","1 7,64 2","1 4,01 2","3 7,77 8","-"
"Green","Clendon, David","5,160","752","9,721","5,135","20,768","-"
"","Delahunty, Catherine","3,313","431","4,758","801","9,303","-"
"","Fitzsimons, Jeanette","1,067","116","1,849","1,693","4,724","-"
"","Graham, Kennedy","4,100","402","7,515","1,185","13,201","-"
"","Hague, Kevin","5,848","932","10,080","2,578","19,437","-"
"","Hughes, Gareth","-","687","4,951","1,594","7,233","-"
"","Kedgley, Sue","-","561","2,216","1,319","4,095","-"
"","Locke, Keith","3,697","982","8,659","3,167","16,505","-"
"","Norman, Russel","-","1,475","7,956","2,593","12,024","-"
"","Turei, Metiria","2,414","556","12,181","4,447","19,598","-"
"Total Green","","25,598","6,892","69,886","24,512","126,888","-"
"Labour","Ardern, Jacinda","3,418","414","6,638","4,018","14,488","-"
"","Barker, Rick","2,844","728","4,696","6,905","15,174","-"
"","Beaumont, Carol","4,934","538","6,645","3,036","15,153","-"
"","Burns, Brendon","1,991","561","9,657","4,760","16,969","-"
"","Carter, Chris","5,333","309","5,825","5,491","16,958","-"
"","Chadwick, Stephanie","3,556","406","8,092","4,585","16,638","-"
"","Chauvel, Charles","-","875","8,566","2,448","11,890","8,157"
"","Choudhary, Ashraf","6,642","445","4,986","4,168","16,242","-"
"","Cosgrove, Clayton","3,390","160","8,940","4,227","16,718","-"
"","Cunliffe, David","996","-","5,248","2,690","8,934","-"
"","Curran, Clare","2,229","730","6,445","5,510","14,914","-"
"","Dalziel, Lianne","1,707","658","5,546","1,991","9,901","-"
"","Davis, Kelvin","3,599","1,372","9,109","7,403","21,484","-"
"","Dyson, Ruth","-","-","5,557","2,721","8,278","1,716"
"","Fenton, Darien","2,276","643","5,185","4,558","12,661","-"
"","Goff, Phil","5,049","909","8,021","59,163","73,142","-"
"","Hawkins, George","3,322","-","3,470","3,792","10,585","-"
"","Hipkins, Chris","-","1,141","1,749","5,123","8,014","-"
"","Hodgson, Pete","1,849","284","8,090","3,383","13,606","-"
"","Horomia, Parekura","3,627","3,429","9,059","5,306","21,420","-"
"","Hughes, Darren","2,133","1,138","6,724","4,019","14,015","-"
"","Huo, Raymond","1,991","142","3,665","6,079","11,878","-"
"","Jones, Shane","5,333","1,397","14,192","5,934","26,857","-"
"","King, Annette","-","284","4,882","2,077","7,243","-"
"","Laban, Winnie","-","240","2,441","2,279","4,960","1,728"
"","Lees-Galloway, Iain","1,600","271","1,042","1,588","4,500","1,728"
"","Mackey, Moana","4,137","373","5,708","3,558","13,777","12,749"
"","Mahuta, Nanaia","5,333","1,133","3,176","5,466","15,108","-"
"","Mallard, Trevor","-","-","5,151","4,087","9,237","-"
"","Moroney, Sue","556","142","6,014","1,745","8,457","-"
"","Nash, Stuart","3,259","911","7,620","3,501","15,292","-"
"","O'Connor, Damien","3,363","551","11,445","8,029","23,388","-"
"","Parker, David","5,763","96","9,560","2,103","17,522","-"
"","Pillay, Lynne","4,923","589","5,058","4,052","14,622","-"
"","Prasad, Rajen","1,564","569","6,269","6,142","14,545","-"
"","Ririnui, Mita","3,200","595","8,153","7,581","19,529","-"
"","Robertson, Grant","-","420","3,217","966","4,603","-"
"","Robertson, Ross","889","-","7,041","5,088","13,018","-"
"","Sepuloni, Carmel","-","-","7,634","4,011","11,644","-"
"","Shearer, David","2,133","-","5,145","5,722","13,000","-"
"","Street, Maryan","4,488","827","15,032","5,155","25,501","-"
"","Twyford, Phil","7,537","-","7,439","3,889","18,865","-"
"","William, Su'a","3,032","169","6,525","4,164","13,890","-"
"Total Labour","","117,997","23,452","284,660","238,513","664,621","26,077"
"Māori","Flavell, Te Ururoa","4,585","916","10,020","6,482","22,004","-"
"","Harawira, Hone","2,987","3,506","20,377","14,000","40,869","-"
"","Katene, Rahui","7,887","2,146","11,654","4,357","26,043","-"
"","Sharples, Pita","-","-","563","140","703","-"
"","Turia, Tariana","-","-","1,400","-","1,400","-"
"Total Māori","","1 5,45 8","6 ,56 8","4 4,01 4","2 4,97 8","9 1,01 8","-"
"National","Adams, Amy","5,333","262","3,475","3,461","12,531","-"
"","Ardern, Shane","5,333","626","3,170","6,040","15,169","-"
"","Auchinvole, Chris","6,933","2,133","4,596","11,371","25,034","-"
"","Bakshi, Kanwaljit Singh","4,689","116","6,484","4,916","16,204","-"
"","Bennett, David","1,564","665","4,448","5,392","12,070","-"
"","Bennett, Paula","-","-","-","1,523","1,523","-"
"","Blue, Jackie","4,533","130","7,659","3,396","15,718","-"
"","Borrows, Chester","4,000","582","3,328","6,144","14,055","-"
"","Bridges, Simon","427","1,276","10,061","4,131","15,895","-"
"","Brownlee, Gerry","-","-","2,831","39","2,871","-"
"","Calder, Cam","3,413","222","4,083","3,960","11,678","-"
"","Carter, David","-","-","212","44","256","-"
"","Carter, John","-","-","3,594","2,275","5,869","-"
"","Coleman, Jonathan","-","-","1,912","-","1,912","-"
"","Collins, Judith","-","-","532","-","532","-"
"","Dean, Jacqui","6,000","936","5,561","8,157","20,653","13,333"
"","English, Bill","-","-","1,860","-","1,860","-"
"","Finlayson, Chris","-","-","-","-","-","-"
"","Foss, Craig","5,344","129","3,911","3,755","13,139","-"
"","Gilmore, Aaron","4,796","103","6,776","2,936","14,611","-"
"","Goodhew, Jo","5,327","1,013","4,151","4,756","15,248","-"
"","Goudie, Sandra","5,224","637","4,255","5,465","15,582","-"
"","Groser, Tim","-","-","283","-","283","-"
"","Guy, Nathan","-","-","688","108","796","-"
"","Hayes, John","6,564","390","2,097","4,403","13,454","-"
"","Heatley, Philip","-","-","4,166","217","4,383","-"
"","Henare, Tau","1,319","133","7,718","3,918","13,088","-"
"","Hutchison, Paul","6,000","427","6,097","8,255","20,778","1,672"
"","Joyce, Steven","-","-","2,246","-","2,246","-"
"","Kaye, Nikki","1,280","520","4,644","4,266","10,711","-"
"","Key, John","-","-","708","-","708","-"
"","King, Colin","7,162","1,364","10,096","5,297","23,918","-"
"","Lee, Melissa","5,724","253","3,604","4,029","13,610","-"
"","Lotu-liga, Peseta Sam","5,333","-","4,956","4,164","14,454","-"
"","Macindoe, Tim","2,133","-","4,684","2,420","9,238","-"
"","Mapp, Wayne","-","-","860","28","888","-"
"","McClay, Todd","1,138","-","3,924","3,790","8,851","-"
"","McCully, Murray","-","-","-","-","-","-"
"","Parata, Hekia","-","427","3,076","2,960","6,463","-"
"","Peachey, Allan","4,549","-","4,912","4,911","14,373","15,473"
"","Power, Simon","-","-","407","-","407","-"
"","Quinn, Paul","-","142","3,647","3,149","6,938","-"
"","Roy, Eric","2,189","-","5,261","4,958","12,408","1,540"
"","Ryall, Tony","-","-","1,081","-","1,081","-"
"","Shanks, Katrina","-","-","1,101","1,821","2,923","-"
"","Smith, Lockwood","6,000","135","7,883","10,491","24,508","21,762"
"","Smith, Nick","-","-","6,079","571","6,649","-"
"","Te Heuheu, Georgina","-","-","3,092","-","3,092","-"
"","Tisch, Lindsay","-","145","3,124","5,814","9,083","7,467"
"","Tolley, Anne","-","-","3,766","25","3,792","-"
"","Tremain, Chris","1,991","155","4,188","836","7,171","-"
"","Upston, Louise","5,340","284","5,711","6,824","18,160","-"
"","Wagner, Nicky","4,000","280","6,180","1,540","11,999","1,716"
"","Wilkinson, Kate","-","-","-","-","-","-"
"","Williamson, Maurice","-","-","496","-","496","-"
"","Wong, Pansy","-","-","3,010","-","3,010","-"
"","Woodhouse, Michael","4,781","258","7,119","3,359","15,517","1,716"
"","Young, Jonathan","4,907","-","5,166","1,392","11,465","-"
"Total National","","133,328","13,743","214,971","167,307","529,349","64,680"
"Progressive","Anderton, Jim","4,907","1,518","10,127","3,183","19,735","-"
"Total Progressive","","4,907","1,518","10,127","3,183","19,735","-"
"United Future","Dunne, Peter","-","-","1,040","-","1,040","-"
"Total United Future","","-","-","1,040","-","1,040","-"